W Wheat Futures
MAR18     422'2     425'6     421'2     424'6     425'2    +3'6       51901      421'4       53024      294922
MAY18     435'0     438'4     434'4     437'6     438'2    +3'6       15074      434'4       14843      103058
JLY18     447'4     451'4     447'4     451'0     451'2    +3'4       10970      447'6       10902       77170
SEP18     461'6     466'0     461'6     465'4A    466'0    +4'0        1988      462'0        1788       29367
DEC18     480'0     485'0     480'0     484'2     484'6    +4'4        3369      480'2        3077       47549
MAR19     494'2     498'2     494'2     498'0A    498'2    +5'0         240      493'2         229        4460
MAY19      ----     504'0B     ----     504'0B    506'6    +5'2           5      501'4          31         159
JLY19     506'2     508'4B    505'2A    508'4B    509'0    +5'6          35      503'2          35         808
SEP19      ----      ----      ----      ----     517'6    +5'2           9      512'4                      51
DEC19      ----      ----      ----      ----     534'2    +5'2          11      529'0           2          40
MAR20      ----      ----      ----      ----     540'6    +8'4           8      532'2                      12
MAY20      ----      ----      ----      ----     540'6    +8'6                  532'0
21600      ----      ----      ----      ----      2.75    UNCH                   2.75
21700      ----      ----      ----      ----      2.75    UNCH                   2.75
21800      ----      ----      ----      ----      2.75    UNCH                   2.75
21900      ----      ----      ----      ----      2.75    UNCH                   2.75
22000      ----      ----      ----      ----      2.75    UNCH                   2.75
22100      ----      ----      ----      ----      2.75    UNCH                   2.75
22200      ----      ----      ----      ----      2.75    UNCH                   2.75
22300      ----      ----      ----      ----      2.75    UNCH                   2.75
22400      ----      ----      ----      ----      2.75    UNCH                   2.75
22500      ----      ----      ----      ----      2.50    UNCH                   2.50
22600      ----      ----      ----      ----      2.50    UNCH                   2.50
22700      ----      ----      ----      ----      2.50    UNCH                   2.50
22800      ----      ----      ----      ----      2.50    UNCH                   2.50
22900      ----      ----      ----      ----      2.50    UNCH                   2.50
23000      ----      ----      ----      ----      2.50    UNCH                   2.50
23100      ----      ----      ----      ----      2.50    UNCH                   2.50
23200      ----      ----      ----      ----      2.50    UNCH                   2.50
23300      ----      ----      ----      ----      2.50    UNCH                   2.50
23400      ----      ----      ----      ----      2.50    UNCH                   2.50
23500      ----      ----      ----      ----      2.50    UNCH                   2.50
23600      ----      ----      ----      ----      2.50    UNCH                   2.50
23800      ----      ----      ----      ----      2.50    UNCH                   2.50
24000      ----      ----      ----      ----      2.50    UNCH                   2.50
24200      ----      ----      ----      ----      2.50    UNCH                   2.50
24400      ----      ----      ----      ----      2.50    UNCH                   2.50
24600      ----      ----      ----      ----      2.50    UNCH                   2.50
24800      ----      ----      ----      ----      2.50    UNCH                   2.50
25000      ----      ----      ----      ----      2.50    UNCH                   2.50
25200      ----      ----      ----      ----      2.50    UNCH                   2.50
25400      ----      ----      ----      ----      2.50    UNCH                   2.50
25600      ----      ----      ----      ----      2.50    UNCH                   2.50
25800      ----      ----      ----      ----      2.50    UNCH                   2.50
26000      ----      ----      ----      ----      2.50    UNCH                   2.50
26200      ----      ----      ----      ----      2.50    UNCH                   2.50
26400      ----      ----      ----      ----      2.50    UNCH                   2.50
26600      ----      ----      ----      ----      2.50    UNCH                   2.50
26800      ----      ----      ----      ----      2.50    UNCH                   2.50
27000      ----      ----      ----      ----      2.50    UNCH                   2.50
27200      ----      ----      ----      ----      2.50    UNCH                   2.50
27400      ----      ----      ----      ----      2.50    UNCH                   2.50
27600      ----      ----      ----      ----      2.50    UNCH                   2.50
27800      ----      ----      ----      ----      2.50    UNCH                   2.50
